Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/products/search?search_string=5&count=100,1,0,4504.499700000451,4504.499700000451,4504.499700000451,4504.499700000451,123328.0,0.0031903944183578415,0.0,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
GET,/products/search?search_string=5-Inch%2C&count=100,1,0,1934.266900003422,1934.266900003422,1934.266900003422,1934.266900003422,4368.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/products/search?search_string=5.5%22&count=100,1,0,8034.119099997042,8034.119099997042,8034.119099997042,8034.119099997042,13702.0,0.0031903944183578415,0.0,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/products/search?search_string=500&count=100,1,0,3330.5862999986857,3330.5862999986857,3330.5862999986857,3330.5862999986857,68489.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
GET,/products/search?search_string=54%22&count=100,1,0,1218.7518999999156,1218.7518999999156,1218.7518999999156,1218.7518999999156,12721.0,0.0031903944183578415,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/products/search?search_string=6%2B&count=100,1,0,2209.1669000001275,2209.1669000001275,2209.1669000001275,2209.1669000001275,17294.0,0.0031903944183578415,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
GET,/products/search?search_string=6&count=100,2,0,2421.821199997794,3966.5002499987168,2421.821199997794,5511.17929999964,125766.0,0.006380788836715683,0.0,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
GET,/products/search?search_string=60th&count=100,1,0,1578.8489000005939,1578.8489000005939,1578.8489000005939,1578.8489000005939,3374.0,0.0031903944183578415,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/products/search?search_string=7%22&count=100,1,0,4322.1838999998,4322.1838999998,4322.1838999998,4322.1838999998,73310.0,0.0031903944183578415,0.0,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
GET,/products/search?search_string=7%278%22&count=100,1,0,2385.739499997726,2385.739499997726,2385.739499997726,2385.739499997726,666.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/products/search?search_string=7&count=100,1,0,8107.071899998118,8107.071899998118,8107.071899998118,8107.071899998118,117373.0,0.0031903944183578415,0.0,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100
GET,/products/search?search_string=70732&count=100,1,0,1977.6345000027504,1977.6345000027504,1977.6345000027504,1977.6345000027504,1099.0,0.0031903944183578415,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/products/search?search_string=73162&count=100,1,0,1998.6511999995855,1998.6511999995855,1998.6511999995855,1998.6511999995855,806.0,0.0031903944183578415,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/products/search?search_string=8&count=100,2,0,360.0,3001.6821999997774,357.5009999985923,5645.863400000962,115352.0,0.006380788836715683,0.0,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
GET,/products/search?search_string=8-Piece&count=100,1,0,2516.0961000001407,2516.0961000001407,2516.0961000001407,2516.0961000001407,12697.0,0.0031903944183578415,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/products/search?search_string=8.5%22&count=100,1,0,2655.8260999991035,2655.8260999991035,2655.8260999991035,2655.8260999991035,21088.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=80&count=100,1,0,1868.7689999969734,1868.7689999969734,1868.7689999969734,1868.7689999969734,115417.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/products/search?search_string=841329&count=100,1,0,5754.280799999833,5754.280799999833,5754.280799999833,5754.280799999833,886.0,0.0031903944183578415,0.0,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
GET,/products/search?search_string=84A&count=100,2,0,1121.8389999994542,3272.215299999516,1121.8389999994542,5422.591599999578,1519.0,0.006380788836715683,0.0,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
GET,/products/search?search_string=9%2F&count=100,1,0,847.2215000001597,847.2215000001597,847.2215000001597,847.2215000001597,3162.0,0.0031903944183578415,0.0,850,850,850,850,850,850,850,850,850,850,850
GET,/products/search?search_string=9485WK&count=100,1,0,2494.364800000767,2494.364800000767,2494.364800000767,2494.364800000767,1331.0,0.0031903944183578415,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/products/search?search_string=A&count=100,1,0,1592.642600000545,1592.642600000545,1592.642600000545,1592.642600000545,117406.0,0.0031903944183578415,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/products/search?search_string=A-Arm&count=100,1,0,4168.0082000020775,4168.0082000020775,4168.0082000020775,4168.0082000020775,4106.0,0.0031903944183578415,0.0,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
GET,/products/search?search_string=A-Arms&count=100,1,0,2814.5427999988897,2814.5427999988897,2814.5427999988897,2814.5427999988897,3506.0,0.0031903944183578415,0.0,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
GET,/products/search?search_string=ABC&count=100,1,0,1850.4690999980085,1850.4690999980085,1850.4690999980085,1850.4690999980085,19833.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/products/search?search_string=AR9012114&count=100,1,0,5188.6714000029315,5188.6714000029315,5188.6714000029315,5188.6714000029315,1232.0,0.0031903944183578415,0.0,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
GET,/products/search?search_string=AXI90075&count=100,1,0,2424.099200001365,2424.099200001365,2424.099200001365,2424.099200001365,1350.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/products/search?search_string=Abigail&count=100,1,0,1299.7809000007692,1299.7809000007692,1299.7809000007692,1299.7809000007692,2418.0,0.0031903944183578415,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/products/search?search_string=Accessory&count=100,2,0,180.0,1079.6457000014925,176.60090000208584,1982.6905000008992,105503.0,0.006380788836715683,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/products/search?search_string=Action&count=100,1,0,2699.2590999980166,2699.2590999980166,2699.2590999980166,2699.2590999980166,131738.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=Activity&count=100,1,0,930.0352000027488,930.0352000027488,930.0352000027488,930.0352000027488,142564.0,0.0031903944183578415,0.0,930,930,930,930,930,930,930,930,930,930,930
GET,/products/search?search_string=Adult&count=100,1,0,2542.36260000107,2542.36260000107,2542.36260000107,2542.36260000107,142083.0,0.0031903944183578415,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/products/search?search_string=Adventures%3A&count=100,1,0,3057.744099998672,3057.744099998672,3057.744099998672,3057.744099998672,886.0,0.0031903944183578415,0.0,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
GET,/products/search?search_string=Age&count=100,1,0,2083.7164000004122,2083.7164000004122,2083.7164000004122,2083.7164000004122,145758.0,0.0031903944183578415,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/products/search?search_string=Aged&count=100,1,0,2722.819200000231,2722.819200000231,2722.819200000231,2722.819200000231,60512.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=Ages&count=100,1,0,3545.956300000398,3545.956300000398,3545.956300000398,3545.956300000398,162850.0,0.0031903944183578415,0.0,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
GET,/products/search?search_string=Aid&count=100,1,0,8398.043199998938,8398.043199998938,8398.043199998938,8398.043199998938,93288.0,0.0031903944183578415,0.0,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400
GET,/products/search?search_string=Airfix&count=100,1,0,2576.81859999866,2576.81859999866,2576.81859999866,2576.81859999866,12460.0,0.0031903944183578415,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
GET,/products/search?search_string=Alien&count=100,1,0,2356.0479000007035,2356.0479000007035,2356.0479000007035,2356.0479000007035,7406.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/products/search?search_string=Allied&count=100,1,0,3872.8711000003386,3872.8711000003386,3872.8711000003386,3872.8711000003386,1547.0,0.0031903944183578415,0.0,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
GET,/products/search?search_string=Amazon&count=100,1,0,5684.770100000605,5684.770100000605,5684.770100000605,5684.770100000605,93480.0,0.0031903944183578415,0.0,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
GET,/products/search?search_string=America%3A&count=100,1,0,3687.54799999806,3687.54799999806,3687.54799999806,3687.54799999806,11411.0,0.0031903944183578415,0.0,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
GET,/products/search?search_string=America&count=100,1,0,2980.463600000803,2980.463600000803,2980.463600000803,2980.463600000803,114533.0,0.0031903944183578415,0.0,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
GET,/products/search?search_string=American&count=100,1,0,3282.320599999366,3282.320599999366,3282.320599999366,3282.320599999366,109931.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
GET,/products/search?search_string=Amscan&count=100,1,0,2309.602699999232,2309.602699999232,2309.602699999232,2309.602699999232,88335.0,0.0031903944183578415,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/products/search?search_string=Anarchy&count=100,1,0,5449.660999998741,5449.660999998741,5449.660999998741,5449.660999998741,1727.0,0.0031903944183578415,0.0,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
GET,/products/search?search_string=And&count=100,1,0,3010.3173999996216,3010.3173999996216,3010.3173999996216,3010.3173999996216,139024.0,0.0031903944183578415,0.0,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
GET,/products/search?search_string=Animal&count=100,5,0,3400.0,4076.5378200005216,702.5495000016235,11081.188399999519,140111.0,0.015951972091789206,0.0,3400,4000,4000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Animal-opoly&count=100,1,0,3209.3584000031115,3209.3584000031115,3209.3584000031115,3209.3584000031115,696.0,0.0031903944183578415,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
GET,/products/search?search_string=Answers&count=100,1,0,1381.3740000005055,1381.3740000005055,1381.3740000005055,1381.3740000005055,1607.0,0.0031903944183578415,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/products/search?search_string=Apply%2C&count=100,2,0,2200.0,4766.50360000167,2173.8108999998076,7359.196300003532,195876.0,0.006380788836715683,0.0,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400
GET,/products/search?search_string=Aquaman&count=100,2,0,364.2171999999846,405.1864499997464,364.2171999999846,446.1556999995082,7027.0,0.006380788836715683,0.0,450,450,450,450,450,450,450,450,450,450,450
GET,/products/search?search_string=Arcade&count=100,1,0,393.2349999995495,393.2349999995495,393.2349999995495,393.2349999995495,7705.0,0.0031903944183578415,0.0,390,390,390,390,390,390,390,390,390,390,390
GET,/products/search?search_string=Ariel&count=100,1,0,1886.1535000032745,1886.1535000032745,1886.1535000032745,1886.1535000032745,12361.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/products/search?search_string=Ariya&count=100,1,0,3256.4640999989933,3256.4640999989933,3256.4640999989933,3256.4640999989933,1279.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
GET,/products/search?search_string=Art&count=100,4,0,2200.0,2817.7385250000953,1912.5014999990526,4271.23439999923,113168.0,0.012761577673431366,0.0,2900,2900,4300,4300,4300,4300,4300,4300,4300,4300,4300
GET,/products/search?search_string=Assortment-A%2C&count=100,1,0,4085.148800000752,4085.148800000752,4085.148800000752,4085.148800000752,663.0,0.0031903944183578415,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
GET,/products/search?search_string=Attitude&count=100,1,0,3489.374199998565,3489.374199998565,3489.374199998565,3489.374199998565,3873.0,0.0031903944183578415,0.0,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
GET,/products/search?search_string=Aurora&count=100,2,0,1034.0519000019412,2103.58880000058,1034.0519000019412,3173.1256999992183,67843.0,0.006380788836715683,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
GET,/products/search?search_string=Avengers&count=100,1,0,2361.8549999991956,2361.8549999991956,2361.8549999991956,2361.8549999991956,68164.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/products/search?search_string=Baby%27s&count=100,1,0,496.5057000008528,496.5057000008528,496.5057000008528,496.5057000008528,6210.0,0.0031903944183578415,0.0,500,500,500,500,500,500,500,500,500,500,500
GET,/products/search?search_string=Baby&count=100,5,0,2300.0,2636.0746400001517,1644.053600000916,4005.706599997211,132566.0,0.015951972091789206,0.0,2300,3000,3000,4000,4000,4000,4000,4000,4000,4000,4000
GET,/products/search?search_string=Bachmann&count=100,2,0,94.28739999930258,2842.2354999984236,94.28739999930258,5590.183599997545,59986.0,0.006380788836715683,0.0,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
GET,/products/search?search_string=Background&count=100,1,0,3856.6000999999233,3856.6000999999233,3856.6000999999233,3856.6000999999233,2993.0,0.0031903944183578415,0.0,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
GET,/products/search?search_string=Backpack&count=100,1,0,1626.5219999986584,1626.5219999986584,1626.5219999986584,1626.5219999986584,75663.0,0.0031903944183578415,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/products/search?search_string=Bag%2C&count=100,1,0,1951.793300002464,1951.793300002464,1951.793300002464,1951.793300002464,24825.0,0.0031903944183578415,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/products/search?search_string=Bala-TIK&count=100,1,0,2498.5410000008414,2498.5410000008414,2498.5410000008414,2498.5410000008414,3043.0,0.0031903944183578415,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/products/search?search_string=Balance&count=100,1,0,1699.5667000010144,1699.5667000010144,1699.5667000010144,1699.5667000010144,18957.0,0.0031903944183578415,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/products/search?search_string=Ball&count=100,2,0,3500.0,3491.0091499987175,3476.647599996795,3505.3707000006398,112816.0,0.006380788836715683,0.0,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
GET,/products/search?search_string=Balloon&count=100,1,0,2072.190699997009,2072.190699997009,2072.190699997009,2072.190699997009,82904.0,0.0031903944183578415,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/products/search?search_string=Balloons&count=100,1,0,477.11399999752757,477.11399999752757,477.11399999752757,477.11399999752757,42199.0,0.0031903944183578415,0.0,480,480,480,480,480,480,480,480,480,480,480
GET,/products/search?search_string=Balls%2C&count=100,1,0,1222.01750000022,1222.01750000022,1222.01750000022,1222.01750000022,9469.0,0.0031903944183578415,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/products/search?search_string=Bank%2C&count=100,1,0,776.4086999995925,776.4086999995925,776.4086999995925,776.4086999995925,9376.0,0.0031903944183578415,0.0,780,780,780,780,780,780,780,780,780,780,780
GET,/products/search?search_string=Bank&count=100,1,0,3309.286900002917,3309.286900002917,3309.286900002917,3309.286900002917,30877.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
GET,/products/search?search_string=Banner%2C&count=100,1,0,4306.086200002028,4306.086200002028,4306.086200002028,4306.086200002028,18416.0,0.0031903944183578415,0.0,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300
GET,/products/search?search_string=Banners&count=100,1,0,2337.618300000031,2337.618300000031,2337.618300000031,2337.618300000031,4955.0,0.0031903944183578415,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/products/search?search_string=Banpresto&count=100,2,0,173.18709999744897,809.872699999687,173.18709999744897,1446.558300001925,17638.0,0.006380788836715683,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/products/search?search_string=Based&count=100,1,0,4113.997000000381,4113.997000000381,4113.997000000381,4113.997000000381,20416.0,0.0031903944183578415,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
GET,/products/search?search_string=Basic&count=100,2,0,1348.5680000012508,1708.9260000011564,1348.5680000012508,2069.284000001062,57469.0,0.006380788836715683,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/products/search?search_string=Basics&count=100,1,0,6811.848800000007,6811.848800000007,6811.848800000007,6811.848800000007,20230.0,0.0031903944183578415,0.0,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800
GET,/products/search?search_string=Basket&count=100,2,0,500.0,1272.2980999988067,499.14829999761423,2045.4478999999992,50922.0,0.006380788836715683,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/products/search?search_string=Basketball&count=100,2,0,2400.0,2762.0276500001637,2380.660300001182,3143.3949999991455,24089.0,0.006380788836715683,0.0,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
GET,/products/search?search_string=Batgirl%2C&count=100,1,0,2000.0418999989051,2000.0418999989051,2000.0418999989051,2000.0418999989051,3014.0,0.0031903944183578415,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/products/search?search_string=Bath&count=100,2,0,2318.7025000006543,3117.3418999987916,2318.7025000006543,3915.981299996929,47238.0,0.006380788836715683,0.0,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
GET,/products/search?search_string=Battery-Operated&count=100,1,0,2264.2367999978887,2264.2367999978887,2264.2367999978887,2264.2367999978887,870.0,0.0031903944183578415,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/products/search?search_string=Battleship&count=100,1,0,1230.6358000023465,1230.6358000023465,1230.6358000023465,1230.6358000023465,2723.0,0.0031903944183578415,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/products/search?search_string=Baxter%2C&count=100,1,0,2466.053299998748,2466.053299998748,2466.053299998748,2466.053299998748,1088.0,0.0031903944183578415,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/products/search?search_string=Be&count=100,1,0,2721.798200000194,2721.798200000194,2721.798200000194,2721.798200000194,129458.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=Bead&count=100,2,0,2045.3005000017583,3892.979000002015,2045.3005000017583,5740.657500002271,61160.0,0.006380788836715683,0.0,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
GET,/products/search?search_string=Beanie&count=100,1,0,3159.406599999784,3159.406599999784,3159.406599999784,3159.406599999784,6730.0,0.0031903944183578415,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
GET,/products/search?search_string=Bear&count=100,2,0,2900.0,4934.212250000201,2884.0951999991375,6984.329300001264,103351.0,0.006380788836715683,0.0,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000
GET,/products/search?search_string=Beautiful&count=100,1,0,2011.716900000465,2011.716900000465,2011.716900000465,2011.716900000465,12020.0,0.0031903944183578415,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/products/search?search_string=Bebop&count=100,1,0,2748.8225999986753,2748.8225999986753,2748.8225999986753,2748.8225999986753,24052.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=Bed&count=100,1,0,2410.785699998087,2410.785699998087,2410.785699998087,2410.785699998087,137287.0,0.0031903944183578415,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/products/search?search_string=Bell&count=100,1,0,1920.4706000018632,1920.4706000018632,1920.4706000018632,1920.4706000018632,75684.0,0.0031903944183578415,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/products/search?search_string=Belt&count=100,1,0,2233.0160999990767,2233.0160999990767,2233.0160999990767,2233.0160999990767,15196.0,0.0031903944183578415,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
GET,/products/search?search_string=Bend%2C&count=100,1,0,3236.7417000023124,3236.7417000023124,3236.7417000023124,3236.7417000023124,1514.0,0.0031903944183578415,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
GET,/products/search?search_string=Best&count=100,1,0,2717.4739000001864,2717.4739000001864,2717.4739000001864,2717.4739000001864,168273.0,0.0031903944183578415,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=Bf-109F4&count=100,1,0,5497.8563000004215,5497.8563000004215,5497.8563000004215,5497.8563000004215,833.0,0.0031903944183578415,0.0,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
GET,/products/search?search_string=Bicycle&count=100,2,0,2100.0,3103.5379999993893,2050.5436999992526,4156.532299999526,24976.0,0.006380788836715683,0.0,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
GET,/products/search?search_string=Big&count=100,1,0,2313.0979999987176,2313.0979999987176,2313.0979999987176,2313.0979999987176,120563.0,0.0031903944183578415,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/products/search?search_string=Bike&count=100,2,0,2100.0,2102.7520000006916,2090.282799999841,2115.2212000015425,73581.0,0.006380788836715683,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/products/search?search_string=Binder%3A&count=100,1,0,2182.1587000013096,2182.1587000013096,2182.1587000013096,2182.1587000013096,1466.0,0.0031903944183578415,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
GET,/products/search?search_string=Birthday&count=100,3,0,2300.0,2788.46970000086,1278.3483000021079,4790.243800001917,103865.0,0.009571183255073524,0.0,2300,2300,4800,4800,4800,4800,4800,4800,4800,4800,4800
GET,/products/search?search_string=Bizzy&count=100,1,0,1757.7622999997402,1757.7622999997402,1757.7622999997402,1757.7622999997402,1300.0,0.0031903944183578415,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/products/search?search_string=Black%2C&count=100,1,0,3318.5034999987693,3318.5034999987693,3318.5034999987693,3318.5034999987693,21727.0,0.0031903944183578415,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
GET,/products/search?search_string=Black%2FRed%2FWhite%2C&count=100,1,0,867.6008000002184,867.6008000002184,867.6008000002184,867.6008000002184,841.0,0.0031903944183578415,0.0,870,870,870,870,870,870,870,870,870,870,870
GET,/products/search?search_string=Black%2FYellow%2C&count=100,1,0,4950.624099998095,4950.624099998095,4950.624099998095,4950.624099998095,4821.0,0.0031903944183578415,0.0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
GET,/products/search?search_string=Black&count=100,2,0,1032.4051000025065,1315.8049000012397,1032.4051000025065,1599.204699999973,112340.0,0.006380788836715683,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/products/search?search_string=Blank&count=100,1,0,1531.3425999993342,1531.3425999993342,1531.3425999993342,1531.3425999993342,74309.0,0.0031903944183578415,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/products/search?search_string=Blankets%29&count=100,1,0,3880.172199998924,3880.172199998924,3880.172199998924,3880.172199998924,1222.0,0.0031903944183578415,0.0,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
GET,/products/search?search_string=Blemerey&count=100,1,0,2210.99900000263,2210.99900000263,2210.99900000263,2210.99900000263,1129.0,0.0031903944183578415,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
GET,/products/search?search_string=Block&count=100,2,0,1624.6834999983548,1857.2850499986089,1624.6834999983548,2089.886599998863,120706.0,0.006380788836715683,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/products/search?search_string=Blonde&count=100,2,0,2600.0,3901.4006500001415,2596.530200000416,5206.271099999867,15145.0,0.006380788836715683,0.0,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
GET,/products/search?search_string=Blue%2C&count=100,1,0,2311.537199999293,2311.537199999293,2311.537199999293,2311.537199999293,50587.0,0.0031903944183578415,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/products/search?search_string=Blue&count=100,5,0,600.0,1093.787020000309,233.4922000009101,2376.1756000021705,114072.0,0.015951972091789206,0.0,600,1900,1900,2400,2400,2400,2400,2400,2400,2400,2400
GET,/products/search?search_string=Board&count=100,2,0,2315.1479000007384,2836.5495500002,2315.1479000007384,3357.951199999661,127407.0,0.006380788836715683,0.0,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
GET,/products/search?search_string=Boats&count=100,1,0,7797.068500000023,7797.068500000023,7797.068500000023,7797.068500000023,9080.0,0.0031903944183578415,0.0,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
GET,/products/search?search_string=Book%3A&count=100,1,0,1378.8248999990174,1378.8248999990174,1378.8248999990174,1378.8248999990174,6110.0,0.0031903944183578415,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/products/search?search_string=Bop&count=100,1,0,27501.811800000723,27501.811800000723,27501.811800000723,27501.811800000723,38065.0,0.0031903944183578415,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,/products/search?search_string=Bora&count=100,1,0,561.4808999998786,561.4808999998786,561.4808999998786,561.4808999998786,4442.0,0.0031903944183578415,0.0,560,560,560,560,560,560,560,560,560,560,560
GET,/products/search?search_string=Bounce&count=100,1,0,539.2998000024818,539.2998000024818,539.2998000024818,539.2998000024818,30188.0,0.0031903944183578415,0.0,540,540,540,540,540,540,540,540,540,540,540
GET,/products/search?search_string=Box&count=100,3,0,3300.0,2928.426700000273,1198.0946000003314,4250.959900000453,128849.0,0.009571183255073524,0.0,3300,3300,4300,4300,4300,4300,4300,4300,4300,4300,4300
GET,/products/search?search_string=Boy&count=100,2,0,362.18189999999595,1831.1361500000203,362.18189999999595,3300.0904000000446,170071.0,0.006380788836715683,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
GET,/products/search?search_string=Boys%2FGirls.&count=100,1,0,4135.8994000001985,4135.8994000001985,4135.8994000001985,4135.8994000001985,5375.0,0.0031903944183578415,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
GET,/products/search?search_string=Brewers&count=100,1,0,4064.9207000024035,4064.9207000024035,4064.9207000024035,4064.9207000024035,870.0,0.0031903944183578415,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
GET,/products/search?search_string=Brewster&count=100,1,0,5491.516300000512,5491.516300000512,5491.516300000512,5491.516300000512,1373.0,0.0031903944183578415,0.0,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
